No.,Player Name,Position,Player_ID,Year,Country_Name,Nationality,Age,Height,Total Points,Average by Match,Attack Points,Efficiency,Attack Avg Points,Block Points,Block Success,Block Avg Points,Serve Points,Serve Success,Serve Avg Points
95.0,Jurczyk Magdalena,MB,185611,2022,Poland,Poland,27.0,183,20,2.50,16,61.54%,2.00,4,15.38%,0.50,0,0.00%,0.00
,Stefano LAVARINI,COACH,N/A,2022,Poland,,,,,,,,,,,,,,
1.0,Busa Bianka,OH,136024,2022,Serbia,Serbia,28.0,187,74,6.73,63,34.24%,5.73,5,17.24%,0.45,6,6.19%,0.55
2.0,Lazovic Katarina,OH,152168,2022,Serbia,Serbia,23.0,182,109,7.27,96,39.83%,6.40,6,15.00%,0.40,7,5.22%,0.47
3.0,Caric Sara,O,163120,2022,Serbia,Serbia,22.0,193,-,-,-,-,-,-,-,-,-,-,-
4.0,Drca Bojana,S,120326,2022,Serbia,Serbia,34.0,186,20,2.86,11,42.31%,1.57,5,13.89%,0.71,4,4.30%,0.57
5.0,Popovic Mina,MB,136030,2022,Serbia,Serbia,28.0,187,1,0.33,1,100%,0.33,0,-,-,0,0.00%,0.00
7.0,Jaksic Ana,S,152169,2022,Serbia,Serbia,25.0,178,0,0.00,0,0.00%,0.00,0,0.00%,0.00,0,0.00%,0.00
8.0,Mirkovic Sladjana,S,136812,2022,Serbia,Serbia,27.0,185,33,2.20,26,50.00%,1.73,3,7.69%,0.20,4,2.80%,0.27
9.0,Mihajlovic Brankica,OH,121593,2022,Serbia,Serbia,31.0,190,22,3.14,18,35.29%,2.57,4,33.33%,0.57,0,0.00%,0.00
12.0,Pusic Teodora,L,123709,2022,Serbia,Serbia,30.0,170,0,0.00,0,0.00%,0.00,0,-,-,0,-,-
13.0,Bjelica Ana,O,123694,2022,Serbia,Serbia,30.0,190,232,15.47,208,37.41%,13.87,19,24.36%,1.27,5,3.40%,0.33
14.0,Aleksic Maja,MB,143548,2022,Serbia,Serbia,25.0,188,140,9.33,86,53.09%,5.73,47,22.27%,3.13,7,3.43%,0.47
15.0,Stevanovic Jovana,MB,123700,2022,Serbia,Serbia,30.0,192,126,8.40,76,40.86%,5.07,40,17.02%,2.67,10,5.49%,0.67
17.0,Milojevic Tijana,L,152173,2022,Serbia,Serbia,24.0,171,-,-,-,-,-,-,-,-,-,-,-
19.0,Milenkovic Bojana,OH,142478,2022,Serbia,Serbia,26.0,185,50,4.55,42,28.97%,3.82,6,27.27%,0.55,2,2.82%,0.18
20.0,Zelenovic Jovana,O,183533,2022,Serbia,Serbia,18.0,200,30,7.50,25,34.72%,6.25,3,21.43%,0.75,2,14.29%,0.50
21.0,Kocic Jovana,MB,152167,2022,Serbia,Serbia,25.0,191,0,0.00,0,-,-,0,-,-,0,0.00%,0.00
22.0,Lozo Sara,O,142479,2022,Serbia,Serbia,25.0,186,158,14.36,137,44.05%,12.45,15,25.42%,1.36,6,3.57%,0.55
23.0,Djordjevic Mila,S,163056,2022,Serbia,Serbia,24.0,181,-,-,-,-,-,-,-,-,-,-,-
25.0,Markovic Bozica,MB,153452,2022,Serbia,Serbia,25.0,185,-,-,-,-,-,-,-,-,-,-,-
26.0,Savic Vanja,O,173974,2022,Serbia,Serbia,20.0,188,-,-,-,-,-,-,-,-,-,-,-
28.0,Delic Jelena,MB,163967,2022,Serbia,Serbia,22.0,193,0,-,0,-,-,0,-,-,0,-,-
31.0,Djurdjevic Sanja,L,163117,2022,Serbia,Serbia,25.0,177,0,-,0,-,-,0,-,-,0,-,-
33.0,Cvetkovic Jovana,OH,173979,2022,Serbia,Serbia,21.0,186,-,-,-,-,-,-,-,-,-,-,-
34.0,Mirosavljevic Jovana,OH,163119,2022,Serbia,Serbia,23.0,183,18,1.50,15,38.46%,1.25,1,20.00%,0.08,2,6.90%,0.17
35.0,Mijatovic Mina,OH,173179,2022,Serbia,Serbia,21.0,190,7,1.75,7,30.43%,1.75,0,0.00%,0.00,0,0.00%,0.00
,Daniele Santarelli,COACH,N/A,2022,Serbia,,,,,,,,,,,,,,
1.0,Srithong Wipawee,OH,151120,2022,Thailand,Thailand,24.0,174,0,0.00,0,0.00%,0.00,0,-,-,0,0.00%,0.00
2.0,Pannoy Piyanut,L,131866,2022,Thailand,Thailand,33.0,170,0,0.00,0,-,-,0,-,-,0,-,-
3.0,Guedpard Pornpun,S,123019,2022,Thailand,Thailand,29.0,170,25,1.92,13,39.39%,1.00,8,10.26%,0.62,4,2.55%,0.31
4.0,Nuekjang Thatdao,MB,142172,2022,Thailand,Thailand,29.0,185,16,5.33,12,57.14%,4.00,3,15.79%,1.00,1,3.03%,0.33
6.0,Thipachot Kannika,OH,147187,2022,Thailand,Thailand,29.0,167,2,0.67,1,50.00%,0.33,1,100%,0.33,0,0.00%,0.00
7.0,Jarat Hathairat,MB,143051,2022,Thailand,Thailand,27.0,182,-,-,-,-,-,-,-,-,-,-,-
8.0,Nuanjam Watchareeya,MB,142178,2022,Thailand,Thailand,26.0,178,-,-,-,-,-,-,-,-,-,-,-
9.0,Bundasak Jarasporn,MB,143002,2022,Thailand,Thailand,30.0,182,29,3.62,19,43.18%,2.38,7,13.73%,0.88,3,3.33%,0.38
10.0,Juangjan Pattiya,OH,152206,2022,Thailand,Thailand,25.0,172,-,-,-,-,-,-,-,-,-,-,-
11.0,Pinsuwan Darin,OH,142180,2022,Thailand,Thailand,28.0,171,0,0.00,0,0.00%,0.00,0,-,-,0,-,-
12.0,Bamrungsuk Hattaya,MB,145244,2022,Thailand,Thailand,29.0,180,67,6.70,50,44.64%,5.00,14,12.73%,1.40,3,2.34%,0.30
13.0,Jaisaen Natthanicha,S,152179,2022,Thailand,Thailand,24.0,171,0,-,0,-,-,0,-,-,0,-,-
14.0,Chuewulim Sutadta,OH,122866,2022,Thailand,Thailand,30.0,173,0,0.00,0,0.00%,0.00,0,-,-,0,0.00%,0.00
15.0,Kamulthala Kaewkalaya,MB,142185,2022,Thailand,Thailand,28.0,178,20,1.54,15,25.86%,1.15,4,4.76%,0.31,1,1.16%,0.08
16.0,Kokram Pimpichaya,O,151121,2022,Thailand,Thailand,24.0,180,228,17.54,204,43.13%,15.69,12,15.58%,0.92,12,6.25%,0.92
17.0,Boonlert Tichaya,S,143053,2022,Thailand,Thailand,26.0,179,0,0.00,0,-,-,0,0.00%,0.00,0,0.00%,0.00
18.0,Kongyot Ajcharaporn,OH,133511,2022,Thailand,Thailand,27.0,180,178,13.69,162,36.90%,12.46,12,19.05%,0.92,4,2.60%,0.31
19.0,Moksri Chatchu-On,OH,147213,2022,Thailand,Thailand,23.0,180,218,16.77,180,40.54%,13.85,29,34.94%,2.23,9,4.89%,0.69
20.0,Pairoj Supattra,L,162681,2022,Thailand,Thailand,32.0,160,0,0.00,0,-,-,0,-,-,0,-,-
21.0,Sooksod Thanacha,O,152205,2022,Thailand,Thailand,22.0,180,14,1.08,14,46.67%,1.08,0,0.00%,0.00,0,0.00%,0.00
22.0,Sanitklang Nattaporn,L,148711,2022,Thailand,Thailand,31.0,166,0,0.00,0,-,-,0,-,-,0,-,-
23.0,ManaKij Sirima,S,181410,2022,Thailand,Thailand,32.0,168,1,0.12,0,-,-,0,0.00%,0.00,1,9.09%,0.12
24.0,Boonlert Tichakorn,MB,163495,2022,Thailand,Thailand,22.0,181,2,0.22,2,25.00%,0.22,0,0.00%,0.00,0,0.00%,0.00
25.0,Janthawisut Sasipapron,OH,180383,2022,Thailand,Thailand,25.0,175,8,0.80,8,34.78%,0.80,0,0.00%,0.00,0,0.00%,0.00
36.0,Sinpho Donphon,S,183330,2022,Thailand,Thailand,18.0,175,-,-,-,-,-,-,-,-,-,-,-
,Danai Sriwacharamaytakul,COACH,N/A,2022,Thailand,,,,,,,,,,,,,,
1.0,Arici Beyza,MB,163178,2022,Turkey,Turkey,27.0,190,2,0.18,0,0.00%,0.00,2,14.29%,0.18,0,0.00%,0.00
2.0,Akoz Simge Sebnem,L,158840,2022,Turkey,Turkey,31.0,168,0,0.00,0,-,-,0,-,-,0,0.00%,0.00
3.0,Özbay Cansu,S,143590,2022,Turkey,Turkey,26.0,179,38,2.53,11,36.67%,0.73,20,22.73%,1.33,7,3.54%,0.47
4.0,Ivegin Tugba,OH,152311,2022,Turkey,Turkey,25.0,182,42,3.82,34,34.34%,3.09,6,23.08%,0.55,2,2.63%,0.18
5.0,Akbay Bahar,MB,189139,2022,Turkey,Turkey,25.0,188,0,-,0,-,-,0,-,-,0,-,-
6.0,Sahin Saliha,OH,152312,2022,Turkey,Turkey,24.0,183,60,5.45,49,38.58%,4.45,7,25.93%,0.64,4,4.60%,0.36
7.0,Baladin Hande,OH,143585,2022,Turkey,Turkey,25.0,187,140,9.33,121,43.68%,8.07,13,24.53%,0.87,6,4.03%,0.40
8.0,Unal Buse,S,153618,2022,Turkey,Turkey,25.0,184,-,-,-,-,-,-,-,-,-,-,-
9.0,Diken Meliha,O,148070,2022,Turkey,Turkey,29.0,182,33,2.20,27,34.62%,1.80,2,10.53%,0.13,4,3.74%,0.27
10.0,Aykac Altıntaş Ayca,L,143592,2022,Turkey,Turkey,27.0,173,0,0.00,0,0.00%,0.00,0,-,-,0,-,-
11.0,Cebecioglu Derya,OH,163094,2022,Turkey,Turkey,22.0,181,14,3.50,12,46.15%,3.00,2,18.18%,0.50,0,0.00%,0.00
12.0,Şahin Elif,S,163975,2022,Turkey,Turkey,22.0,184,3,0.43,1,33.33%,0.14,1,25.00%,0.14,1,6.25%,0.14
13.0,Boz Meryem,O,151195,2022,Turkey,Turkey,35.0,190,35,3.18,30,36.14%,2.73,3,13.04%,0.27,2,5.00%,0.18
14.0,Erdem Dündar Eda,MB,138782,2022,Turkey,Turkey,35.0,188,155,10.33,108,51.67%,7.20,33,16.75%,2.20,14,7.33%,0.93
17.0,Caliskan Sila,S,143580,2022,Turkey,Turkey,26.0,183,1,0.12,1,100%,0.12,0,0.00%,0.00,0,0.00%,0.00
18.0,Gunes Zehra,MB,152263,2022,Turkey,Turkey,23.0,198,193,12.87,138,60.00%,9.20,51,23.29%,3.40,4,2.08%,0.27
19.0,Kapucu Ceren,O,123798,2022,Turkey,Turkey,29.0,190,2,0.50,2,66.67%,0.50,0,0.00%,0.00,0,-,-
20.0,Acar Aylin,L,168151,2022,Turkey,Turkey,27.0,172,0,0.00,0,-,-,0,-,-,0,-,-
21.0,Kayacan Sonsirma Buse,L,123803,2022,Turkey,Turkey,30.0,169,-,-,-,-,-,-,-,-,-,-,-
22.0,Aydin İlkin,OH,163089,2022,Turkey,Turkey,23.0,179,17,2.43,14,36.84%,2.00,2,20.00%,0.29,1,3.45%,0.14
23.0,Erkek Yaprak,OH,163091,2022,Turkey,Turkey,21.0,182,-,-,-,-,-,-,-,-,-,-,-
28.0,Yildirim Yasemin,MB,173334,2022,Turkey,Turkey,28.0,187,-,-,-,-,-,-,-,-,-,-,-
44.0,Akyol Ayçin,MB,163093,2022,Turkey,Turkey,23.0,188,-,-,-,-,-,-,-,-,-,-,-
77.0,Yuzgenc Tutku Burcu,O,152254,2022,Turkey,Turkey,24.0,192,-,-,-,-,-,-,-,-,-,-,-
99.0,Karakurt Ebrar,O,163982,2022,Turkey,Turkey,23.0,195,239,15.93,216,46.25%,14.40,17,18.09%,1.13,6,3.61%,0.40
,Giovanni Guidetti,COACH,N/A,2022,Turkey,,,,,,,,,,,,,,
1.0,Hancock Micha,S,132835,2022,USA,USA,30.0,180,10,1.25,4,50.00%,0.50,1,4.35%,0.12,5,11.63%,0.62
2.0,Poulter Jordyn,S,143517,2022,USA,USA,25.0,188,11,2.20,1,33.33%,0.20,7,33.33%,1.40,3,5.66%,0.60
3.0,Plummer Kathryn,OH,146722,2022,USA,USA,24.0,198,62,6.89,53,49.53%,5.89,6,28.57%,0.67,3,6.25%,0.33
4.0,Wong-Orantes Justine,L,135564,2022,USA,USA,27.0,168,0,0.00,0,-,-,0,-,-,0,-,-
5.0,Hentz Morgan,L,152187,2022,USA,USA,24.0,175,0,0.00,0,-,-,0,-,-,0,-,-
6.0,Dixon Tetori,MB,145702,2022,USA,USA,30.0,191,21,2.62,16,42.11%,2.00,3,8.57%,0.38,2,3.28%,0.25
7.0,Carlini Lauren,S,132500,2022,USA,USA,28.0,185,17,1.89,10,50.00%,1.11,2,6.25%,0.22,5,6.25%,0.56
8.0,Tapp Hannah,MB,160909,2022,USA,USA,27.0,191,30,3.33,19,63.33%,2.11,9,23.08%,1.00,2,3.39%,0.22
9.0,Rishel Madison Kingdon,OH,135983,2022,USA,USA,29.0,183,36,4.50,32,39.02%,4.00,3,33.33%,0.38,1,3.03%,0.12
10.0,Butler Brionne,MB,152194,2022,USA,USA,24.0,194,9,2.25,6,75.00%,1.50,3,37.50%,0.75,0,0.00%,0.00
11.0,Drews Andrea,O,155307,2022,USA,USA,29.0,191,76,8.44,66,43.71%,7.33,6,22.22%,0.67,4,6.90%,0.44
12.0,Thompson Jordan,O,172978,2022,USA,USA,25.0,193,74,8.22,63,45.00%,7.00,5,22.73%,0.56,6,10.34%,0.67
13.0,Wilhite Sarah,OH,162942,2022,USA,USA,27.0,185,70,7.78,54,43.20%,6.00,10,45.45%,1.11,6,8.22%,0.67
15.0,Washington Haleigh,MB,140052,2022,USA,USA,27.0,190,47,5.22,27,44.26%,3.00,11,22.92%,1.22,9,9.38%,1.00
16.0,Rettke Dana,MB,172977,2022,USA,USA,24.0,203,32,3.56,20,45.45%,2.22,10,23.26%,1.11,2,4.65%,0.22
17.0,Drews Danielle,OH,186425,2022,USA,USA,24.0,185,-,-,-,-,-,-,-,-,-,-,-
18.0,Bajema Kara,OH,179566,2022,USA,USA,25.0,190,68,8.50,61,47.66%,7.62,3,23.08%,0.38,4,6.90%,0.50
19.0,Gray Jenna,S,178951,2022,USA,USA,25.0,185,0,-,0,-,-,0,-,-,0,-,-
20.0,Cuttino Danielle,O,143524,2022,USA,USA,26.0,195,20,5.00,17,35.42%,4.25,3,16.67%,0.75,0,0.00%,0.00
22.0,White Kendall,L,174134,2022,USA,USA,25.0,165,0,0.00,0,-,-,0,-,-,0,-,-
23.0,Robinson Kelsey,OH,141933,2022,USA,USA,30.0,188,98,10.89,87,44.16%,9.67,6,17.14%,0.67,5,5.56%,0.56
24.0,Ogbogu Chiaka,MB,166638,2022,USA,USA,27.0,188,31,6.20,21,60.00%,4.20,9,16.07%,1.80,1,2.33%,0.20
30.0,Frantti Alexandra,OH,139848,2022,USA,USA,27.0,191,91,10.11,78,55.71%,8.67,12,52.17%,1.33,1,1.96%,0.11
31.0,Stevenson Anna,MB,186519,2022,USA,USA,23.0,188,32,4.00,23,47.92%,2.88,9,25.71%,1.12,0,0.00%,0.00
33.0,Reed Nia,O,143525,2022,USA,USA,26.0,185,20,5.00,19,40.43%,4.75,1,5.26%,0.25,0,0.00%,0.00
,Karch Kiraly,COACH,N/A,2022,USA,,,,,,,,,,,,,,
2.0,Duarte Alecrim Diana,MB,152119,2023,Brazil,Brazil,25.0,194,68,5.23,43,60.56%,3.31,17,21.79%,1.31,8,10.53%,0.62
3.0,Alexandre Costa Nunes Nyeme Victoria,L,152135,2023,Brazil,Brazil,25.0,175,0,0.00,0,-,-,0,-,-,0,-,-
5.0,Zalewski Daroit Priscila,OH,115970,2023,Brazil,Brazil,35.0,184,32,3.56,27,31.03%,3.00,4,16.00%,0.44,1,2.00%,0.11
6.0,Daher de Menezes Thaisa,MB,113963,2023,Brazil,Brazil,36.0,196,114,12.67,87,60.84%,9.67,20,21.98%,2.22,7,6.03%,0.78
7.0,Montibeller Rosamaria,OH,136897,2023,Brazil,Brazil,29.0,185,70,7.78,62,41.89%,6.89,4,14.29%,0.44,4,6.67%,0.44
8.0,Silva Carneiro Macris Fernanda,S,151187,2023,Brazil,Brazil,35.0,178,18,1.38,7,33.33%,0.54,7,15.22%,0.54,4,3.25%,0.31
9.0,Ratzke Roberta Silva,S,119575,2023,Brazil,Brazil,33.0,185,3,0.33,2,40.00%,0.22,1,4.55%,0.11,0,0.00%,0.00
10.0,Braga Guimaraes Gabriela,OH,136896,2023,Brazil,Brazil,29.0,180,86,17.20,81,39.90%,16.20,4,15.38%,0.80,1,1.14%,0.20
11.0,Basso Maiara,OH,141651,2023,Brazil,Brazil,28.0,189,80,6.15,70,40.00%,5.38,5,13.89%,0.38,5,5.00%,0.38
14.0,Araujo Natália,L,164674,2023,Brazil,Brazil,26.0,162,0,0.00,0,-,-,0,-,-,0,-,-
15.0,Da Silva Ana Carolina,MB,144866,2023,Brazil,Brazil,32.0,183,106,8.15,65,50.78%,5.00,34,27.20%,2.62,7,4.24%,0.54
16.0,Nascimento Kisy,O,171260,2023,Brazil,Brazil,24.0,191,93,10.33,78,41.94%,8.67,11,29.73%,1.22,4,5.06%,0.44
17.0,Bergmann Julia Isabelle,OH,162999,2023,Brazil,Brazil,23.0,191,85,6.54,73,35.78%,5.62,6,23.08%,0.46,6,4.92%,0.46
19.0,Lemes Santos Tainara,O,163000,2023,Brazil,Brazil,24.0,190,18,3.60,13,44.83%,2.60,3,42.86%,0.60,2,22.22%,0.40
,José Roberto Guimaraes,COACH,N/A,2023,Brazil,,,,,,,,,,,,,,
1.0,Stanchulova Iveta,OH,151859,2023,Bulgaria,Bulgaria,26.0,186,14,1.75,11,25.58%,1.38,2,33.33%,0.25,1,7.69%,0.12
4.0,Neykova Polina,S,153422,2023,Bulgaria,Bulgaria,25.0,182,4,0.33,1,25.00%,0.08,3,37.50%,0.25,0,0.00%,0.00
5.0,Yordanova Maria,OH,174474,2023,Bulgaria,Bulgaria,21.0,184,150,12.50,130,34.21%,10.83,1,2.22%,0.08,19,12.26%,1.58
7.0,Nikolova Simona,O,153421,2023,Bulgaria,Bulgaria,26.0,189,14,1.17,13,28.26%,1.08,1,16.67%,0.08,0,0.00%,0.00
8.0,Barakova Petya,S,142348,2023,Bulgaria,Bulgaria,29.0,180,20,1.67,10,31.25%,0.83,6,9.38%,0.50,4,3.60%,0.33
9.0,Becheva Elena,OH,163256,2023,Bulgaria,Bulgaria,25.0,185,96,8.00,82,29.39%,6.83,7,19.44%,0.58,7,6.19%,0.58
10.0,Todorova Mira,MB,142337,2023,Bulgaria,Bulgaria,29.0,187,106,8.83,59,41.26%,4.92,39,32.77%,3.25,8,6.78%,0.67
11.0,Krivoshiyska Mariya,MB,164660,2023,Bulgaria,Bulgaria,22.0,186,13,1.08,6,26.09%,0.50,4,11.43%,0.33,3,4.92%,0.25
13.0,Pashkuleva Mila,L,174478,2023,Bulgaria,Bulgaria,20.0,175,0,0.00,0,-,-,0,-,-,0,-,-
14.0,Saykova Borislava,MB,163261,2023,Bulgaria,Bulgaria,23.0,187,36,3.00,16,36.36%,1.33,11,13.75%,0.92,9,8.26%,0.75
17.0,Marinova Radostina,O,163141,2023,Bulgaria,Bulgaria,25.0,186,125,10.42,115,34.43%,9.58,5,12.82%,0.42,5,4.67%,0.42
21.0,Krasteva Monika,OH,163144,2023,Bulgaria,Bulgaria,24.0,183,2,0.17,2,33.33%,0.17,0,0.00%,0.00,0,0.00%,0.00
23.0,Karabasheva Galina,L,174467,2023,Bulgaria,Bulgaria,21.0,166,0,0.00,0,-,-,0,-,-,0,-,-
28.0,Nikolova Merelin,O,174472,2023,Bulgaria,Bulgaria,20.0,180,37,3.08,31,33.33%,2.58,1,10.00%,0.08,5,11.90%,0.42
,Lorenzo Micelli,COACH,N/A,2023,Bulgaria,,,,,,,,,,,,,,
3.0,Van Ryk Kiera,OH,168355,2023,Canada,Canada,25.0,188,103,12.88,84,38.01%,10.50,12,17.91%,1.50,7,7.45%,0.88
5.0,Murmann Julia,L,175158,2023,Canada,Canada,21.0,181,0,0.00,0,-,-,0,-,-,0,-,-
6.0,White Jazmine Ruth,MB,153629,2023,Canada,Canada,30.0,186,57,4.75,33,37.93%,2.75,21,24.71%,1.75,3,2.94%,0.25
7.0,Van Buskirk Layne,MB,163360,2023,Canada,Canada,26.0,191,39,3.25,27,51.92%,2.25,12,24.49%,1.00,0,0.00%,0.00
8.0,Ogoms Alicia,MB,142777,2023,Canada,Canada,29.0,194,4,0.50,1,16.67%,0.12,3,20.00%,0.38,0,0.00%,0.00
9.0,Gray Alexa,OH,132236,2023,Canada,Canada,29.0,185,231,19.25,208,40.31%,17.33,13,17.81%,1.08,10,5.46%,0.83
11.0,Mitrovic Andrea,OH,173581,2023,Canada,Canada,24.0,187,47,3.92,41,32.03%,3.42,2,8.33%,0.17,4,5.48%,0.33
13.0,King Brie,S,173585,2023,Canada,Canada,26.0,183,36,3.00,18,41.86%,1.50,11,14.10%,0.92,7,3.78%,0.58
14.0,Howe Hilary,OH,174676,2023,Canada,Canada,25.0,185,130,10.83,101,35.44%,8.42,24,33.33%,2.00,5,4.24%,0.42
15.0,Joseph Shainah,O,166581,2023,Canada,Canada,28.0,183,13,1.08,13,35.14%,1.08,0,0.00%,0.00,0,0.00%,0.00
16.0,Livingston Caroline,OH,174680,2023,Canada,Canada,27.0,188,0,0.00,0,-,-,0,-,-,0,0.00%,0.00
17.0,Jost Kacey,L,192389,2023,Canada,Canada,24.0,173,0,0.00,0,-,-,0,-,-,0,-,-
19.0,Maglio Emily,MB,168354,2023,Canada,Canada,27.0,191,105,8.75,66,44.90%,5.50,35,22.01%,2.92,4,2.50%,0.33
26.0,Pelland Quinn,S,183258,2023,Canada,Canada,24.0,179,0,0.00,0,-,-,0,-,-,0,-,-
,Shannon Winzer,COACH,N/A,2023,Canada,,,,,,,,,,,,,,
1.0,Yuan Xinyue,MB,135746,2023,China,China,27.0,202,185,12.33,136,53.97%,9.07,40,23.95%,2.67,9,5.33%,0.60
3.0,Diao Linyu,S,162354,2023,China,China,29.0,183,30,2.00,8,32.00%,0.53,12,13.04%,0.80,10,4.74%,0.67
4.0,Yang Hanyu,MB,152337,2023,China,China,24.0,196,15,1.00,11,39.29%,0.73,4,15.38%,0.27,0,0.00%,0.00
5.0,Gao Yi,MB,152332,2023,China,China,25.0,194,8,0.53,5,35.71%,0.33,3,33.33%,0.20,0,0.00%,0.00
6.0,Gong Xiangyu,O,143206,2023,China,China,26.0,189,161,10.73,141,41.84%,9.40,13,18.57%,0.87,7,3.41%,0.47
7.0,Wang Yuanyuan,MB,143201,2023,China,China,26.0,196,127,8.47,102,60.00%,6.80,21,22.83%,1.40,4,2.38%,0.27
8.0,Xu Xiaoting,S,162979,2023,China,China,26.0,183,3,0.20,0,0.00%,0.00,0,0.00%,0.00,3,21.43%,0.20
10.0,Wang Yunlu,OH,135740,2023,China,China,27.0,191,142,9.47,121,39.93%,8.07,12,15.19%,0.80,9,4.15%,0.60
11.0,Zhong Hui,OH,152920,2023,China,China,26.0,184,5,0.33,4,20.00%,0.27,1,25.00%,0.07,0,0.00%,0.00
12.0,Li Yingying,OH,152318,2023,China,China,24.0,192,291,19.40,262,49.81%,17.47,15,18.52%,1.00,14,5.74%,0.93
14.0,Zheng Yixin,O,135742,2023,China,China,28.0,189,26,1.73,20,48.78%,1.33,5,27.78%,0.33,1,3.70%,0.07
17.0,Ni Feifan,L,163909,2023,China,China,23.0,177,0,0.00,0,-,-,0,-,-,0,0.00%,0.00
18.0,Wang Mengjie,L,135745,2023,China,China,28.0,173,0,0.00,0,-,-,0,-,-,0,-,-
23.0,Du Qingqing,OH,143198,2023,China,China,27.0,189,0,0.00,0,-,-,0,-,-,0,0.00%,0.00
,Bin Cai,COACH,N/A,2023,China,,,,,,,,,,,,,,
1.0,Antunović Karla,S,194499,2023,Croatia,Croatia,21.0,180,18,1.50,6,23.08%,0.50,6,10.00%,0.50,6,6.59%,0.50
2.0,Mihaljević Andrea,O,194498,2023,Croatia,Croatia,21.0,183,124,10.33,109,31.69%,9.08,10,16.67%,0.83,5,5.49%,0.42
3.0,Strunjak Ema,MB,156438,2023,Croatia,Croatia,24.0,187,76,6.33,41,38.32%,3.42,29,25.44%,2.42,6,4.92%,0.50
4.0,Butigan Božana,MB,162957,2023,Croatia,Croatia,23.0,192,0,-,0,-,-,0,-,-,0,-,-
6.0,Deak Lea,S,173970,2023,Croatia,Croatia,23.0,177,4,0.33,1,20.00%,0.08,1,12.50%,0.08,2,7.69%,0.17
7.0,Miloš Laura,OH,170571,2023,Croatia,Croatia,29.0,178,60,5.00,54,27.98%,4.50,4,10.81%,0.33,2,2.44%,0.17
9.0,Mlinar Lucija,OH,147402,2023,Croatia,Croatia,28.0,180,22,2.75,20,27.78%,2.50,1,25.00%,0.12,1,2.27%,0.12
10.0,Karatović Dijana,OH,189437,2023,Croatia,Croatia,20.0,182,63,5.25,52,31.14%,4.33,7,30.43%,0.58,4,3.67%,0.33
12.0,Marković Josipa,L,189256,2023,Croatia,Croatia,23.0,185,14,1.17,13,22.81%,1.08,1,7.69%,0.08,0,0.00%,0.00
13.0,Fabris Samanta,O,140914,2023,Croatia,Croatia,32.0,190,24,6.00,21,23.60%,5.25,3,15.79%,0.75,0,0.00%,0.00
14.0,Šamadan Martina,MB,136824,2023,Croatia,Croatia,30.0,193,113,9.42,89,49.72%,7.42,18,19.57%,1.50,6,5.71%,0.50
15.0,Trcol Viktoria Ana,MB,186153,2023,Croatia,Croatia,19.0,186,2,0.17,0,0.00%,0.00,1,50.00%,0.08,1,7.69%,0.08
16.0,Đapić Barbara,O,164734,2023,Croatia,Croatia,29.0,193,9,1.12,8,40.00%,1.00,0,0.00%,0.00,1,11.11%,0.12
19.0,Štimac Izabela,L,189270,2023,Croatia,Croatia,23.0,171,0,0.00,0,-,-,0,-,-,0,-,-
,Ferhat Akbas,COACH,N/A,2023,Croatia,,,,,,,,,,,,,,
2.0,Rodriguez Duran Yaneirys,L,158817,2023,Dominican Republic,Dominican Republic,23.0,171,0,0.00,0,-,-,0,-,-,0,0.00%,0.00
3.0,Eve Mejia Lisvel Elisa,MB,119591,2023,Dominican Republic,Dominican Republic,32.0,194,44,3.67,24,47.06%,2.00,15,25.86%,1.25,5,5.81%,0.42
4.0,Peralta Luna Vielka Michelle,OH,151087,2023,Dominican Republic,Dominican Republic,24.0,186,11,0.92,11,39.29%,0.92,0,0.00%,0.00,0,0.00%,0.00
5.0,Castillo Brenda,L,119039,2023,Dominican Republic,Dominican Republic,31.0,167,0,0.00,0,-,-,0,-,-,0,-,-
7.0,Marte Frica Niverka Dharlenis,S,119585,2023,Dominican Republic,Dominican Republic,33.0,178,15,1.25,9,36.00%,0.75,3,4.84%,0.25,3,1.55%,0.25
8.0,Tapia Cruz Alondra Denis,O,183317,2023,Dominican Republic,Dominican Republic,19.0,193,1,0.09,1,20.00%,0.09,0,0.00%,0.00,0,-,-
9.0,Hinojosa Diaz Angelica Maria,MB,143961,2023,Dominican Republic,Dominican Republic,27.0,186,2,0.17,1,25.00%,0.08,0,-,-,1,12.50%,0.08
11.0,Gonzalez Geraldine Sthefany,MB,149530,2023,Dominican Republic,Dominican Republic,21.0,200,38,3.17,23,36.51%,1.92,14,19.18%,1.17,1,1.69%,0.08
12.0,Perez Javier Yokaty,S,139912,2023,Dominican Republic,Dominican Republic,25.0,178,0,0.00,0,-,-,0,-,-,0,0.00%,0.00
16.0,Peña Isabel Yonkaira Paola,OH,123978,2023,Dominican Republic,Dominican Republic,30.0,190,166,13.83,142,39.55%,11.83,15,22.39%,1.25,9,4.37%,0.75
20.0,Martinez Brayelin Elizabeth,OH,123982,2023,Dominican Republic,Dominican Republic,27.0,201,215,17.92,185,40.13%,15.42,24,32.88%,2.00,6,3.47%,0.50
21.0,Martinez Jineiry,MB,139910,2023,Dominican Republic,Dominican Republic,26.0,192,154,12.83,109,55.33%,9.08,35,21.60%,2.92,10,7.52%,0.83
23.0,Gonzalez Lopez Gaila Ceneida,O,139927,2023,Dominican Republic,Dominican Republic,26.0,190,239,19.92,197,42.27%,16.42,28,25.45%,2.33,14,7.04%,1.17
